Tran #,Date,Card Type,Amount,Items,# of Items,Date_Only
20042780414,2025-02-27 22:29:00,Cash,2.0,0007($2.00),1.0,2025-02-27
20042781127,2025-02-27 22:30:00,Cash,2.0,0007($2.00),1.0,2025-02-27
20046447706,2025-02-28 12:53:00,Cash,2.0,0000($2.00),1.0,2025-02-28
20046704378,2025-02-28 13:24:00,Visa (Apple Pay Cash EMV),2.0,0000($2.00),1.0,2025-02-28
20047463603,2025-02-28 16:15:00,MasterCard (Apple Pay EMV),4.0,0002($4.00),1.0,2025-02-28
20047514018,2025-02-28 16:28:00,Cash,1.44,0001($1.44),1.0,2025-02-28
20047556289,2025-02-28 16:38:00,Visa (Apple Pay EMV),2.0,0007($2.00),1.0,2025-02-28
20047854258,2025-02-28 18:00:00,Cash,1.44,0001($1.44),1.0,2025-02-28
20047858767,2025-02-28 18:01:00,Cash,2.0,0008($2.00),1.0,2025-02-28
20048199583,2025-02-28 19:59:00,Cash,2.0,0000($2.00),1.0,2025-02-28
20048762970,2025-03-01 02:32:00,MasterCard (Apple Pay EMV),4.0,"0000($2.00), 0000($2.00)",2.0,2025-03-01
20050574646,2025-03-01 12:29:00,Cash,2.0,0000($2.00),1.0,2025-03-01
20051249441,2025-03-01 15:13:00,Visa (Apple Pay Cash EMV),2.0,0000($2.00),1.0,2025-03-01
20052011500,2025-03-01 19:38:00,Cash,2.0,0000($2.00),1.0,2025-03-01
20053903599,2025-03-02 12:28:00,Cash,2.0,0000($2.00),1.0,2025-03-02
20054803648,2025-03-02 16:50:00,Cash,2.0,0003($2.00),1.0,2025-03-02
20059293364,2025-03-03 13:19:00,Cash,2.0,0000($2.00),1.0,2025-03-03
20066304676,2025-03-04 16:54:00,Cash,2.0,0000($2.00),1.0,2025-03-04
20066993469,2025-03-04 20:52:00,Visa (Apple Pay EMV),4.0,0001($4.00),1.0,2025-03-04
20070242196,2025-03-05 11:16:00,Visa (Apple Pay EMV),6.0,"0000($2.00), 0000($2.00), 0000($2.00)",3.0,2025-03-05
20072232277,2025-03-05 17:05:00,Cash,2.0,0008($2.00),1.0,2025-03-05
20072269576,2025-03-05 17:15:00,Visa (Apple Pay EMV),4.0,0001($4.00),1.0,2025-03-05
20072403067,2025-03-05 17:54:00,Visa (Apple Pay EMV),4.0,0001($4.00),1.0,2025-03-05
20077087019,2025-03-06 13:16:00,Cash,2.0,0000($2.00),1.0,2025-03-06
20078644215,2025-03-06 19:06:00,Cash,2.0,0000($2.00),1.0,2025-03-06
20082559524,2025-03-07 12:38:00,Visa (Apple Pay EMV),6.0,"0000($2.00), 0000($2.00), 0000($2.00)",3.0,2025-03-07
20083796551,2025-03-07 16:54:00,Visa (Apple Pay EMV),2.0,0008($2.00),1.0,2025-03-07
20083845594,2025-03-07 17:07:00,Visa (Apple Pay EMV),2.0,0000($2.00),1.0,2025-03-07
20084323400,2025-03-07 19:47:00,Visa (EMV Contactless),4.0,0001($4.00),1.0,2025-03-07
20086174236,2025-03-08 10:32:00,Visa (Apple Pay EMV),6.0,"0000($2.00), 0000($2.00), 0000($2.00)",3.0,2025-03-08
20086742350,2025-03-08 12:39:00,Visa (Apple Pay EMV),2.0,0004($2.00),1.0,2025-03-08
20087117685,2025-03-08 14:09:00,Cash,2.0,0003($2.00),1.0,2025-03-08
20087711086,2025-03-08 17:01:00,Visa (EMV Contactless),4.0,0001($4.00),1.0,2025-03-08
20088322363,2025-03-08 21:51:00,Cash,2.0,0003($2.00),1.0,2025-03-08
20090104545,2025-03-09 13:46:00,Cash,2.0,0003($2.00),1.0,2025-03-09
20090394953,2025-03-09 16:16:00,MasterCard (EMV Contactless),2.0,0008($2.00),1.0,2025-03-09
20090843332,2025-03-09 18:17:00,Cash,2.0,0003($2.00),1.0,2025-03-09
20091391502,2025-03-10 02:21:00,MasterCard (Apple Pay EMV),8.0,"0001($4.00), 0001($4.00)",2.0,2025-03-10
20095257112,2025-03-10 14:58:00,Cash,2.0,0003($2.00),1.0,2025-03-10
20095323925,2025-03-10 15:11:00,Cash,2.0,0003($2.00),1.0,2025-03-10
20096234203,2025-03-10 19:13:00,Cash,2.0,0003($2.00),1.0,2025-03-10
20096236567,2025-03-10 19:13:00,Visa (Apple Pay EMV),2.0,0003($2.00),1.0,2025-03-10
20101523738,2025-03-11 17:03:00,Visa (Apple Pay EMV),2.0,0003($2.00),1.0,2025-03-11
20101528238,2025-03-11 17:04:00,Visa (Apple Pay EMV),2.0,0003($2.00),1.0,2025-03-11
20111732654,2025-03-13 12:39:00,Visa (EMV Contactless),2.0,0003($2.00),1.0,2025-03-13
20113243938,2025-03-13 17:38:00,Cash,1.44,0001($1.44),1.0,2025-03-13
20118023483,2025-03-14 14:55:00,Cash,2.0,0003($2.00),1.0,2025-03-14
20118405306,2025-03-14 16:23:00,Cash,2.0,0004($2.00),1.0,2025-03-14
20118776374,2025-03-14 18:06:00,Visa (Apple Pay EMV),2.0,0008($2.00),1.0,2025-03-14
20119188643,2025-03-14 20:42:00,Cash,2.0,0004($2.00),1.0,2025-03-14
20119260241,2025-03-14 21:16:00,Visa (Apple Pay EMV),2.0,0003($2.00),1.0,2025-03-14
20121417047,2025-03-15 12:50:00,Cash,2.0,0003($2.00),1.0,2025-03-15
20121807984,2025-03-15 14:25:00,Visa (Apple Pay EMV),6.0,"0003($2.00), 0003($2.00), 0003($2.00)",3.0,2025-03-15
20121846525,2025-03-15 14:36:00,Cash,2.0,0003($2.00),1.0,2025-03-15
20122633634,2025-03-15 18:52:00,Visa (Apple Pay EMV),2.0,0008($2.00),1.0,2025-03-15
20122885343,2025-03-15 20:59:00,Cash,2.0,0004($2.00),1.0,2025-03-15
20124467440,2025-03-16 12:13:00,Cash,2.0,0003($2.00),1.0,2025-03-16
20124543475,2025-03-16 12:33:00,Visa (Apple Pay EMV),6.0,"0003($2.00), 0003($2.00), 0003($2.00)",3.0,2025-03-16
20124735744,2025-03-16 13:23:00,Visa (Apple Pay EMV),2.0,0003($2.00),1.0,2025-03-16
20125151294,2025-03-16 15:22:00,Cash,2.0,0004($2.00),1.0,2025-03-16
20125595826,2025-03-16 18:01:00,Cash,1.44,0001($1.44),1.0,2025-03-16
20125598654,2025-03-16 18:01:00,Visa (Apple Pay EMV),2.0,0004($2.00),1.0,2025-03-16
20125636328,2025-03-16 18:18:00,Cash,2.0,0003($2.00),1.0,2025-03-16
20129012544,2025-03-17 11:44:00,Visa (Apple Pay EMV),6.0,"0003($2.00), 0003($2.00), 0003($2.00)",3.0,2025-03-17
20130190900,2025-03-17 15:01:00,Cash,2.0,0004($2.00),1.0,2025-03-17
20130433656,2025-03-17 15:54:00,Visa (Swiped),2.0,0008($2.00),1.0,2025-03-17
20131269150,2025-03-17 20:04:00,Cash,2.0,0003($2.00),1.0,2025-03-17
20131559312,2025-03-17 22:37:00,Cash,1.44,0002($1.44),1.0,2025-03-17
20131737579,2025-03-18 01:02:00,Cash,2.0,0008($2.00),1.0,2025-03-18
20134316822,2025-03-18 10:54:00,Visa (Apple Pay EMV),4.0,"0003($2.00), 0003($2.00)",2.0,2025-03-18
20136685776,2025-03-18 18:03:00,Visa (Apple Pay EMV),2.0,0004($2.00),1.0,2025-03-18
20136735153,2025-03-18 18:18:00,MasterCard (EMV Contactless),4.0,0001($4.00),1.0,2025-03-18
20142016248,2025-03-19 16:06:00,Visa (Apple Pay EMV),2.0,0004($2.00),1.0,2025-03-19
20142359063,2025-03-19 17:31:00,Visa (Apple Pay Cash EMV),2.0,0004($2.00),1.0,2025-03-19
20147226793,2025-03-20 13:54:00,Visa (Apple Pay Cash EMV),2.0,0004($2.00),1.0,2025-03-20
20147429429,2025-03-20 14:31:00,Cash,2.0,0004($2.00),1.0,2025-03-20
20148354081,2025-03-20 18:01:00,Visa (Apple Pay EMV),2.0,0004($2.00),1.0,2025-03-20
20148361023,2025-03-20 18:03:00,Cash,2.0,0004($2.00),1.0,2025-03-20
20148772535,2025-03-20 20:28:00,Cash,2.0,0004($2.00),1.0,2025-03-20
20152832679,2025-03-21 13:55:00,Cash,1.44,0001($1.44),1.0,2025-03-21
20153143170,2025-03-21 14:57:00,Visa (Apple Pay EMV),4.0,0001($4.00),1.0,2025-03-21
20153480537,2025-03-21 16:13:00,Visa (Apple Pay EMV),4.0,0002($4.00),1.0,2025-03-21
20154306132,2025-03-21 20:35:00,Visa (Apple Pay EMV),4.0,0001($4.00),1.0,2025-03-21
20165554719,2025-03-24 14:44:00,Visa (Apple Pay Cash EMV),4.0,0001($4.00),1.0,2025-03-24
20166782266,2025-03-24 20:19:00,Visa (Apple Pay EMV),4.0,0001($4.00),1.0,2025-03-24
20178112745,2025-03-26 17:28:00,Visa (Apple Pay EMV),4.0,0001($4.00),1.0,2025-03-26
20178714012,2025-03-26 20:58:00,Visa (EMV Contactless),4.0,0001($4.00),1.0,2025-03-26
20188477869,2025-03-28 13:02:00,Visa (Google Pay EMV),4.0,0002($4.00),1.0,2025-03-28
20200450845,2025-03-31 11:58:00,Visa (EMV Contactless),2.0,0004($2.00),1.0,2025-03-31
20200457680,2025-03-31 11:58:00,Visa (EMV Contactless),4.0,"0000($2.00), 0000($2.00)",2.0,2025-03-31
20201497296,2025-03-31 14:45:00,Cash,2.0,0000($2.00),1.0,2025-03-31
20201498046,2025-03-31 14:45:00,Cash,2.0,0000($2.00),1.0,2025-03-31
20201499464,2025-03-31 14:46:00,Cash,2.0,0000($2.00),1.0,2025-03-31
20201501271,2025-03-31 14:46:00,Cash,2.0,0000($2.00),1.0,2025-03-31
20202609897,2025-03-31 19:34:00,Cash,2.0,0000($2.00),1.0,2025-03-31
20202614056,2025-03-31 19:36:00,Cash,2.0,0004($2.00),1.0,2025-03-31
20202614702,2025-03-31 19:36:00,Cash,2.0,0004($2.00),1.0,2025-03-31
20202616837,2025-03-31 19:37:00,Cash,2.0,0007($2.00),1.0,2025-03-31
20202615748,2025-03-31 19:37:00,Cash,2.0,0004($2.00),1.0,2025-03-31
20202619136,2025-03-31 19:38:00,Cash,2.0,0008($2.00),1.0,2025-03-31
20203262591,2025-04-01 02:26:00,Visa (EMV Contactless),8.0,"0001($4.00), 0001($4.00)",2.0,2025-04-01
20207732413,2025-04-01 15:40:00,Cash,1.44,0001($1.44),1.0,2025-04-01
20207844395,2025-04-01 16:06:00,Visa (EMV Contactless),2.0,0004($2.00),1.0,2025-04-01
20208129970,2025-04-01 17:12:00,Visa (Apple Pay EMV),2.0,0000($2.00),1.0,2025-04-01
20208310771,2025-04-01 18:03:00,Visa (Apple Pay EMV),2.0,0004($2.00),1.0,2025-04-01
20212094036,2025-04-02 11:18:00,Visa (Apple Pay EMV),2.0,0000($2.00),1.0,2025-04-02
20214014564,2025-04-02 16:40:00,Visa (EMV Contactless),2.0,0004($2.00),1.0,2025-04-02
20214390277,2025-04-02 18:22:00,Visa (Apple Pay EMV),2.0,0000($2.00),1.0,2025-04-02
20218519293,2025-04-03 12:01:00,Visa (Apple Pay EMV),2.0,0000($2.00),1.0,2025-04-03
20219637267,2025-04-03 14:57:00,Cash,2.0,0007($2.00),1.0,2025-04-03
20219930120,2025-04-03 15:56:00,Visa (Apple Pay EMV),2.0,0000($2.00),1.0,2025-04-03
20220463621,2025-04-03 18:07:00,Cash,2.0,0000($2.00),1.0,2025-04-03
20220487155,2025-04-03 18:14:00,Cash,1.44,0001($1.44),1.0,2025-04-03
20220802223,2025-04-03 20:02:00,Cash,2.0,0000($2.00),1.0,2025-04-03
20224339524,2025-04-04 11:51:00,Visa (Apple Pay EMV),2.0,0000($2.00),1.0,2025-04-04
20226115901,2025-04-04 17:43:00,Visa (Apple Pay EMV),4.0,0001($4.00),1.0,2025-04-04
20229052202,2025-04-05 13:08:00,Cash,2.0,0000($2.00),1.0,2025-04-05
20229761361,2025-04-05 16:15:00,Cash,2.0,0004($2.00),1.0,2025-04-05
20229933861,2025-04-05 17:10:00,Cash,2.0,0004($2.00),1.0,2025-04-05
20229934996,2025-04-05 17:10:00,Cash,2.0,0004($2.00),1.0,2025-04-05
20230082359,2025-04-05 18:02:00,Cash,2.0,0004($2.00),1.0,2025-04-05
20230092450,2025-04-05 18:06:00,Cash,2.0,0008($2.00),1.0,2025-04-05
20233001698,2025-04-06 16:10:00,Visa (Apple Pay EMV),2.0,0007($2.00),1.0,2025-04-06
20233205721,2025-04-06 17:22:00,Cash,2.0,0004($2.00),1.0,2025-04-06
20233308157,2025-04-06 18:03:00,Cash,2.0,0004($2.00),1.0,2025-04-06
20233378015,2025-04-06 18:32:00,Cash,2.0,0008($2.00),1.0,2025-04-06
20233586123,2025-04-06 20:11:00,Cash,2.0,0004($2.00),1.0,2025-04-06
20233587556,2025-04-06 20:11:00,Visa (Apple Pay EMV),4.0,0002($4.00),1.0,2025-04-06
20233589660,2025-04-06 20:13:00,Visa (Apple Pay EMV),6.0,"0002($4.00), 0000($2.00)",2.0,2025-04-06
20233597226,2025-04-06 20:17:00,Cash,2.0,0000($2.00),1.0,2025-04-06
20238000216,2025-04-07 14:22:00,Cash,2.0,0004($2.00),1.0,2025-04-07
20238142887,2025-04-07 14:49:00,Cash,2.0,0000($2.00),1.0,2025-04-07
20239036250,2025-04-07 18:22:00,Cash,2.0,0007($2.00),1.0,2025-04-07
